movie_title,title_year,imdb_score
Margin Call ,2011,7.1
August ,2011,6.1
Choke ,2008,6.5
Whiplash ,2014,8.5
Day One ,2012,6.6
The Hunt ,2012,8.3
The Opposite Sex ,2014,4.5
The Class ,2008,7.5
Adam ,2009,7.2
Beginners ,2010,7.2
Antiviral ,2012,5.7
Paranormal Activity 2 ,2010,5.7
Coming Home ,2014,7.3
The Purge ,2013,5.7
Sinister ,2012,6.8
Slow West ,2015,6.9
Next Day Air ,2009,5.9
Before Midnight ,2013,7.9
Please Give ,2010,6.6
Frances Ha ,2012,7.4
Tusk ,2014,5.4
Letters to God ,2010,6.3
Hobo with a Shotgun ,2011,6.1
Compadres ,2016,5
Fish Tank ,2009,7.3
Damsels in Distress ,2011,5.7
Bachelorette ,2012,5.3
Tim and Eric's Billion Dollar Movie ,2012,5.3
The Gambler ,2014,6
Fort McCoy ,2011,5.9
Chain Letter ,2009,4.1
The Divide ,2011,5.8
The Eclipse ,2009,6.2
Demonic ,2015,5.3
Alice in Wonderland ,2010,6.5
The Deported ,2009,6.2
Tanner Hall ,2009,5.9
Open Road ,2013,5.5
They Came Together ,2014,5.5
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,2013,2.6
Never Back Down 2: The Beatdown ,2011,5.8
Four Single Fathers ,2009,5.1
Enter the Dangerous Mind ,2013,5.2
Something Wicked ,2014,4.8
AWOL-72 ,2015,3.9
Cinderella ,2015,7
Chicago Overcoat ,2009,6.2
Barry Munday ,2010,5.9
Close Range ,2015,4.9
Amnesiac ,2014,4.3
Freakonomics ,2010,6.4
Griff the Invisible ,2010,6.1
Unnatural ,2015,4
Diary of the Dead ,2007,5.7
Sardaar Ji ,2015,6.6
Journey to Saturn ,2008,5.7
Ida ,2013,7.4
Timecrimes ,2007,7.2
Silver Medallist ,2009,7.4
Timber Falls ,2007,5.3
"Fat, Sick & Nearly Dead ",2010,7.6
A Haunted House ,2013,5.1
2016: Obama's America ,2012,5.1
Halloween II ,2009,4.9
Kevin Hart: Let Me Explain ,2013,6.7
Brick Lane ,2007,6.7
Robot & Frank ,2012,7.1
The Spectacular Now ,2013,7.1
Religulous ,2008,7.7
Fuel ,2008,7.6
8: The Mormon Proposition ,2010,7.1
The Other End of the Line ,2008,6.2
Sleep Dealer ,2008,5.9
Super ,2010,6.8
Christmas Mail ,2010,5.8
Stung ,2015,5
Antibirth ,2016,6.3
The Rise of the Krays ,2015,5
Alien Uprising ,2012,3.1
Go for It! ,2011,3.9
Redemption Road ,2010,5.9
The Calling ,2014,5.8
8 Days ,2014,6.9
The Last Sin Eater ,2007,5.9
Do You Believe? ,2015,5.9
Impact Point ,2008,4.3
Eden ,2015,4.8
Always Woodstock ,2014,5.3
Jack Brooks: Monster Slayer ,2007,6
Mi America ,2015,7.2
[Rec] ,2007,7.5
Lies in Plain Sight ,2010,6.3
Sharkskin ,2015,6.7
Containment ,2015,4.8
The Timber ,2015,5.5
It Follows ,2014,6.9
Silent House ,2011,5.3
Courageous ,2011,7
Winter's Bone ,2010,7.2
Inside Job ,2010,8.3
We Are Your Friends ,2015,6.1
Captive ,2015,5.3
Waltz with Bashir ,2008,8
No End in Sight ,2007,8.3
The Diary of a Teenage Girl ,2015,6.9
In the Shadow of the Moon ,2007,8.1
Meek's Cutoff ,2010,6.5
The Virginity Hit ,2010,4.6
Teeth ,2007,5.4
Saint John of Las Vegas ,2009,5.8
Stonewall ,2015,4.5
Roadside Romeo ,2008,5.3
The Lost Medallion: The Adventures of Billy Stone ,2013,4.8
The Last Five Years ,2014,5.9
The Missing Person ,2009,6.2
Circle ,2015,6
Eden Lake ,2008,6.8
Plush ,2013,5.4
Vampire Killers ,2009,5.2
Gangster's Paradise: Jerusalema ,2008,7.8
Grave Encounters ,2011,6.1
Stitches ,2012,5.7
Nine Dead ,2010,5.5
"To Be Frank, Sinatra at 100 ",2015,7.4
Supercapitalist ,2012,3.9
Rockaway ,2007,4.6
No Man's Land: The Rise of Reeker ,2008,4.9
Small Apartments ,2012,6.1
Coffee Town ,2013,6.6
The Ghastly Love of Johnny X ,2012,5.7
All Is Bright ,2013,5.6
Straight A's ,2013,5.7
Slacker Uprising ,2007,5.3
The Legend of Hell's Gate: An American Conspiracy ,2011,4.4
The Walking Deceased ,2015,3.4
The Curse of Downers Grove ,2015,4.5
Shark Lake ,2015,3.4
The Marine 4: Moving Target ,2015,5.2
Buried ,2010,7
Submarine ,2010,7.3
The Square ,2013,8.1
Carrie ,2013,5.9
ABCD (Any Body Can Dance) ,2013,6.4
Man on Wire ,2008,7.8
Abandoned ,2015,6.3
Brotherly Love ,2015,7.2
The Last Exorcism ,2010,5.6
Nowhere Boy ,2009,7.2
Beasts of the Southern Wild ,2012,7.3
Higher Ground ,2011,6.3
Vaalu ,2015,5.1
The Greatest Movie Ever Sold ,2011,6.6
Sublime ,2007,5.3
A Beginner's Guide to Snuff ,2016,8.7
Independence Daysaster ,2013,3.4
Dysfunctional Friends ,2012,5.4
Against the Wild ,2013,4.7
Living Dark: The Story of Ted the Caver ,2013,6.3
Under the Same Moon ,2007,7.4
I Spit on Your Grave ,2010,6.3
The Lunchbox ,2013,7.8
Grace Unplugged ,2013,6.1
N-Secure ,2010,3.5
Caramel ,2007,7.2
Out of the Dark ,2014,4.7
Cabin Fever ,2016,3.7
Waitress ,2007,7.1
"A Woman, a Gun and a Noodle Shop ",2009,5.7
Kickboxer: Vengeance ,2016,9.1
Insidious ,2010,6.8
The Gatekeepers ,2012,7.6
The To Do List ,2013,5.8
Snow Angels ,2007,6.9
Unsullied ,2014,5.5
Mooz-Lum ,2010,6.7
My Name Is Bruce ,2007,6.3
Road Hard ,2015,6.1
Amigo ,2010,5.8
Pontypool ,2008,6.7
Trucker ,2008,6.7
Me You and Five Bucks ,2015,7.6
The Lords of Salem ,2012,5.1
Housebound ,2014,6.8
Once Upon a Time in Queens ,2013,6.3
Closer to the Moon ,2014,7.1
Mutant World ,2014,2.8
Growing Up Smith ,2015,8.2
Checkmate ,2015,3.1
Jack Reacher ,2012,7
#Horror ,2015,3.3
Wind Walkers ,2015,3.6
The Dog Lover ,2016,4.8
Girl House ,2014,5.5
The Blue Room ,2014,6.3
House at the End of the Drive ,2014,6.9
Eddie: The Sleepwalking Cannibal ,2012,5.7
Queen of the Mountains ,2014,8.7
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,2010,2.7
Forget Me Not ,2009,5.2
Filly Brown ,2012,5.7
The Lion of Judah ,2011,3.7
Da Sweet Blood of Jesus ,2014,4.1
The Algerian ,2014,7.6
The Amazing Catfish ,2013,7
The Day the Earth Stood Still ,2008,5.5
Home Run ,2013,6
The Second Mother ,2015,7.9
Blue Like Jazz ,2012,6
"Pink Ribbons, Inc. ",2011,7.4
Certifiably Jonathan ,2007,6.2
Q ,2011,5.6
The Knife of Don Juan ,2013,7.2
Extreme Movie ,2008,3.8
Below Zero ,2011,4.5
Crowsnest ,2012,3.8
The Wicked Within ,2015,4.6
Bleeding Hearts ,2015,4.2
Beyond the Black Rainbow ,2010,6.1
The Raid: Redemption ,2011,7.6
The Dead Undead ,2010,3
The Vatican Exorcisms ,2013,2.6
Lake Mungo ,2008,6.1
Rocket Singh: Salesman of the Year ,2009,7.5
The Sleepwalker ,2014,4.9
Unfriended ,2014,5.7
Chernobyl Diaries ,2012,5
God's Not Dead 2 ,2016,3.4
Blue Valentine ,2010,7.4
The Devil Inside ,2012,4.2
Shine a Light ,2008,7.2
The Green Inferno ,2013,5.4
Departure ,2015,7
The Sessions ,2012,7.2
"Food, Inc. ",2008,7.9
October Baby ,2011,6.8
Juno ,2007,7.5
The Skeleton Twins ,2014,6.8
Martha Marcy May Marlene ,2011,6.9
Obvious Child ,2014,6.8
Frozen River ,2008,7.2
20 Feet from Stardom ,2013,7.4
Goosebumps ,2015,6.4
Palo Alto ,2013,6.3
Ajami ,2009,7.4
I Origins ,2014,7.3
The Lovely Bones ,2009,6.7
The Act of Killing ,2012,8.2
Taxi to the Dark Side ,2007,7.7
Antarctica: A Year on Ice ,2013,7.6
A Lego Brickumentary ,2014,6.8
Hardflip ,2012,5.6
The House of the Devil ,2009,6.4
The Perfect Host ,2010,6.8
16 to Life ,2009,6.3
Creative Control ,2015,5.5
Heli ,2013,6.8
Karachi se Lahore ,2015,7
Hits ,2014,5.8
Frat Party ,2009,2.8
The Poker House ,2008,6.5
Childless ,2008,6.1
ZMD: Zombies of Mass Destruction ,2009,5.1
Snow White: A Deadly Summer ,2012,2.2
Hidden Away ,2014,7.2
My Last Day Without You ,2011,5.7
Steppin: The Movie ,2009,3.4
Doc Holliday's Revenge ,2014,3.8
Black Rock ,2012,4.7
Truth or Die ,2012,5.6
Bang Bang Baby ,2014,5.4
Fear Clinic ,2015,5.2
Zombie Hunter ,2013,3.5
A Fine Step ,2014,5.3
Trance ,2013,7
Banshee Chapter ,2013,5.5
Ask Me Anything ,2014,6
And Then Came Love ,2007,4.8
Food Chains ,2014,7.1
L!fe Happens ,2011,5.7
"4 Months, 3 Weeks and 2 Days ",2007,7.9
The Horror Network Vol. 1 ,2015,7.3
Circumstance ,2011,5.9
Fruitvale Station ,2013,7.5
The Brass Teapot ,2012,6.4
The Hammer ,2007,7.3
Snitch ,2013,6.5
Elza ,2011,6.7
1982 ,2013,7.1
"For a Good Time, Call... ",2012,6
Celeste & Jesse Forever ,2012,6.7
American Hero ,2015,4.9
Windsor Drive ,2015,3.2
A Separation ,2011,8.4
Crying with Laughter ,2009,6.9
Harrison Montgomery ,2008,7.4
Not Cool ,2014,5.1
Dead Snow ,2009,6.4
Vessel ,2012,6.2
Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007,6.9
Safety Not Guaranteed ,2012,7
Kevin Hart: Laugh at My Pain ,2011,7.5
Kill List ,2011,6.3
The Innkeepers ,2011,5.5
The Unborn ,2009,4.8
Donkey Punch ,2008,5.2
Bled ,2009,3.1
Destiny ,2014,8.1
The Sisterhood of Night ,2014,6.3
B-Girl ,2009,4
Adulterers ,2015,4.9
Escape from Tomorrow ,2013,5.2
Starsuckers ,2009,7.4
The Hadza: Last of the First ,2014,7.4
After ,2012,5.4
Treachery ,2013,3.9
Walter ,2015,5.3
Arnolds Park ,2007,5.6
Water & Power ,2013,6.3
They Will Have to Kill Us First ,2015,7.7
Light from the Darkroom ,2014,8
Irreplaceable ,2016,7.2
The Maid's Room ,2013,4.5
The Harvest/La Cosecha ,2011,7.2
Julija in alfa Romeo ,2015,6.4
Fireproof ,2008,6.5
Faith Connections ,2013,7
High Road ,2011,5.4
To Save a Life ,2009,7.1
Sholem Aleichem: Laughing in the Darkness ,2011,6.8
Drinking Buddies ,2013,6.1
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012,7.1
The Other Dream Team ,2012,8.4
Finishing the Game: The Search for a New Bruce Lee ,2007,6.2
Rubber ,2010,5.8
Home ,2015,6.7
Kiss the Bride ,2007,5.7
Monsters ,2010,6.4
The Living Wake ,2007,6.5
Detention of the Dead ,2012,4.6
Good Kill ,2014,6.4
The Outrageous Sophie Tucker ,2014,7.2
Now Is Good ,2012,7.2
Girls Gone Dead ,2012,3.5
America Is Still the Place ,2015,7.5
Subconscious ,2015,2.2
Enter Nowhere ,2011,6.6
The King of Najayo ,2012,6.9
Fight to the Finish ,2016,4
Alleluia! The Devil's Carnival ,2016,7.4
The Sound and the Shadow ,2014,8.3
Rodeo Girl ,2016,5.7
Born to Fly: Elizabeth Streb vs. Gravity ,2014,6.8
The Little Ponderosa Zoo ,2016,5.2
Oz the Great and Powerful ,2013,6.4
Diamond Ruff ,2015,4.3
Mutual Friends ,2013,6.8
Rise of the Entrepreneur: The Search for a Better Way ,2014,8.2
Roadside ,2013,4.1
Blue Ruin ,2013,7.1
Paranormal Activity ,2007,6.3
I Want Your Money ,2010,5.1
Love in the Time of Monsters ,2014,5.4
What Happens in Vegas ,2008,6.1
Maniac ,2012,6.1
Censored Voices ,2015,7.2
Rotor DR1 ,2015,3.4
My Dog Tulip ,2009,6.9
Dogtooth ,2009,7.3
Wendy and Lucy ,2008,7.1
3 Backyards ,2010,5.2
Royal Kill ,2009,3.2
Across the Universe ,2007,7.4
The Looking Glass ,2015,6.6
Locker 13 ,2014,4.8
Anderson's Cross ,2010,7.2
Bizarre ,2015,4.3
Some Guy Who Kills People ,2011,6.4
Compliance ,2012,6.4
Death Calls ,2010,4.3
Amidst the Devil's Wings ,2014,4.3
Like Crazy ,2011,6.7
Teeth and Blood ,2015,4.3
The Canyons ,2013,3.9
Shotgun Stories ,2007,7.3
Exam ,2009,6.9
Sunday School Musical ,2008,2.5
Rust ,2010,5.7
Ink ,2009,7
The Christmas Bunny ,2010,6.2
Jesus People ,2007,6.9
UnDivided ,2013,7.8
The Frozen ,2012,4.4
Horse Camp ,2014,6.6
Give Me Shelter ,2014,8
Along the Roadside ,2013,7.1
Bronson ,2008,7.1
Western Religion ,2015,4
Burn ,2012,7.5
The Grace Card ,2010,6.4
Middle of Nowhere ,2012,6.5
3 ,2010,6.8
Call + Response ,2008,7.5
Side Effects ,2013,7.1
Shooting the Warwicks ,2015,6.2
Super Hybrid ,2010,3.9
Baghead ,2008,6
Solitude ,2014,6.8
Good Dick ,2008,6.5
The Man from Earth ,2007,8
Yesterday Was a Lie ,2008,5.4
Theresa Is a Mother ,2012,6.7
H. ,2014,6.3
Archaeology of a Woman ,2012,8.1
Weekend ,2011,7.7
Butterfly Girl ,2014,8.7
The World Is Mine ,2015,6.5
Another Earth ,2011,7
The Calling ,2014,5.8
Perfect Cowboy ,2014,7
Once ,2007,7.9
The Horse Boy ,2009,7.4
When the Lights Went Out ,2012,5.4
Heroes of Dirt ,2015,7.1
Antarctic Edge: 70° South ,2015,7
Aroused ,2013,5.3
Top Spin ,2014,7.1
An American in Hollywood ,2014,7.2
Sound of My Voice ,2011,6.7
The Brain That Sings ,2013,8.2
Your Sister's Sister ,2011,6.7
Romantic Schemer ,2015,5.1
A Dog's Breakfast ,2007,7
A Dog's Breakfast ,2007,7
The Birth of a Nation ,2016,5.4
The Gallows ,2015,4.2
"Dude, Where's My Dog?! ",2014,3.2
Cheap Thrills ,2013,6.8
Indie Game: The Movie ,2012,7.7
Closure ,2007,5.6
Echo Dr. ,2013,3.6
The Past is a Grotesque Animal ,2014,7.6
The Last House on the Left ,2009,6.6
Queen Crab ,2015,4.5
The FP ,2011,5.6
Happy Christmas ,2014,5.6
Tiger Orange ,2014,6.8
Supporting Characters ,2012,6.3
Absentia ,2011,5.8
The Dirties ,2013,6.7
Tiny Furniture ,2010,6.3
Hayride ,2012,3.4
Counting ,2015,6
Bending Steel ,2013,7.9
The Signal ,2014,6.1
The Image Revolution ,2014,7.4
This Is Martin Bonner ,2013,6.6
A True Story ,2013,5.5
Dawn of the Crescent Moon ,2014,5
Raymond Did It ,2011,3.2
"Run, Hide, Die ",2012,3.7
The Exploding Girl ,2009,6.3
The Legend of God's Gun ,2007,4.1
Her Cry: La Llorona Investigation ,2013,5.4
Down Terrace ,2009,6.5
Sabotage ,2014,5.7
Rampage ,2009,6.3
Dutch Kills ,2015,4.8
Dry Spell ,2013,3.3
Exeter ,2015,4.6
The Ridges ,2011,3
Stories of Our Lives ,2014,7.4
Breaking Upwards ,2009,6.2
All Superheroes Must Die ,2011,4
Tin Can Man ,2007,6.7
Sanctuary; Quite a Conundrum ,2012,5.4
Newlyweds ,2011,6.4
Signed Sealed Delivered ,2013,7.7
A Plague So Pleasant ,2013,6.3
Shanghai Calling ,2012,6.3
